FMID,MarketName,Website,Street,City,County,State,Zip,Schedule,x,y,Location,Credit,WIC,WICcash,SFMNP,SNAP,Bakedgoods,Cheese,Crafts,Flowers,Eggs,Seafood,Herbs,Vegetables,Honey,Jams,Maple,Meat,Nursery,Nuts,Plants,Poultry,Prepared,Soap,Trees,Wine,updateTime
21005106,160.4 Chattanooga Market,http://www.chattanoogamarket.com,1829 Carter Street,Chattanooga,Hamilton,Tennessee,37401,January - December Sunday 11:00 am to 4:00 pm,-85.3167,35.0363,Private business parking lot,N,N,N,N,N,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,Y,N,N,Y,N,Y,Y,N,N,5/10/2011 9:33:35 AM
1004342,160.6 Battlefield Farmers Market,http://www.battlefieldfmkt.org,10052 Hwy. 27 N.,Rock Spring,Walker,Georgia,30739,"May - November Wednesday 3:00 PM to 6:00 PM, Saturday 8:00 AM to 12:00 PM",-85.2437,34.8346,Local government building grounds,N,N,N,N,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,5/30/2012 12:52:41 PM
22000947,161.0 Morningside Farmers Market,http://www.morningsidemarket.com,1393 N. Highland Ave Atlanta GA 30306,Atlanta,Fulton,Georgia,30306,,-84.3523,33.7922,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Jun 7 2010 12:46PM
22004100,161.7 Rockcastle County Farmers Market II,,"Highway 150, Brodhead Fairgrounds",Brodhead,Rockcastle,Kentucky,40409,,-84.4205,37.3916,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1004076,161.8 East Lake Farmers Market,http://www.elfmarket.org,2343 Hosea Williams Drive,atlanta,DeKalb,Georgia,30317,April - November Saturday 9:00 AM to 1:00 PM,-84.310348,33.750936,,Y,N,N,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,5/24/2012 5:56:08 PM
22005392,162.4 Green Market at Piedmont Park,,1071 Piedmont Ave NE,Atlanta,Fulton,Georgia,30309,May - December Saturday 9:00 AM to 1:00 PM,-84.378551,33.784257,Other,Y,N,N,N,N,Y,Y,Y,Y,Y,N,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,N,7/18/2012 11:55:59 AM
22004104,162.6 Clinton County Farmers' Market,,19 Mountainview Road,Albany,Clinton,Kentucky,,,-85.1347,36.6909,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
22004482,162.8 Tyrell county FM,,1366 Hwy64 E,Columbia,Tyrrell County,North Carolina,,,-79.6604,35.7363,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2011
1003925,163.0 The GROVE Farmer's Market,,"1879 Glenwood Ave, SE",Atlanta,DeKalb,Georgia,30016,"April - October Tuesday 4:00 PM to 7:00 PM, (The market is open every 1st and 3rd Tuesday 4-7 April 24th through October 1st)",-84.325641,33.738869,"Faith-based institution (e.g., church, mosque, synagogue, temple)",N,Y,Y,Y,Y,Y,N,N,N,Y,N,Y,Y,N,Y,N,Y,Y,N,N,N,Y,N,N,N,5/22/2012 3:48:10 PM
1000652,163.4 Cheraw Farmers Market,,101 Front Street,Cheraw,Chesterfield,South Carolina,29520,"May - September Tuesday 8:30 AM to 1:30 PM, Thursday 2:00 PM to 6:00 PM, Saturday 8:00 AM to 2:00 PM",-79.8803978,34.6969705,Local government building grounds,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,4/25/2012 3:51:12 PM
22005477,163.6 East Atlanta Village Farmers Market,http://www.farmeav.com/,561 Flat Shoals Ave,Atlanta,Fulton,Georgia,30316,April - December Thursday 4:00 PM to 8:00 PM,-84.3439631,33.7389989,,N,N,N,N,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,N,Y,N,Y,N,Y,Y,Y,N,N,3/27/2013 1:02:29 PM
22005416,163.8 Truly Living Well,http://www.trulylivingwell.com,"Wheat Street Garden, 75 Hilliard Street, NE",Atlanta,Fulton,Georgia,30312,"January - December Friday 2:00 PM to 7:00 PM, (Wheat Street Garden is open 7 days a week for tours and recycling; Market is every Friday at 2-7 PM.)",-84.375966,33.75685,"On a farm from: a barn, a greenhouse, a tent, a stand, etc",N,N,N,N,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,N,N,N,N,N,Y,N,8/9/2012 5:49:57 PM
1002114,164.0 Good Living Marketplace,http://www.hartsvilledowntown.org,"Cargill Way, between 4th and 5th Streets",Hartsville,Darlington,South Carolina,29551,January - March Saturday 11:00 AM to 3:00 PM April - November Saturday 9:00 AM to 1:00 PM December Saturday 9:00 AM to 2:00 PM,-80.071428,34.373868,Closed-off public street,N,N,N,N,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,5/2/2012 11:51:42 AM
1001920,164.1 Blacksburg Farmers Market,http://www.blacksburgfarmersmarket.com,170 W Roanoke St,Blacksburg,Montgomery,Virginia,24063,"January - March Saturday 10:00 AM to 2:00 PM April - October Wednesday 2:00 PM to 7:00 PM, Sunday 8:00 AM to 2:00 PM November - December Wednesday 2:00 AM to 6:00 PM, Saturday 9:00 AM to 2:00 PM",-80.41477,37.22924,Local government building grounds,N,N,N,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,5/1/2012 9:04:41 AM
22001912,164.1 Livingston-Overton County Farmers Market,,University & Spring Streetverton,Livingston,Overton,Tennessee,38570,,-85.324,36.3857,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
22003251,164.3 MERJ Clean and Green Farmers Market,,From 4-way Stop Beside Boone Tavern in Bearea,Big Hill,Madison,Kentucky,40405,,-84.2061,37.5698,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1004800,164.5 Logan Farmers Market I,http://www.wvagriculture.org,85 Farmers Market Road,Chapmanville,Logan,West Virginia,25508,January - April Monday - Friday 9:00 AM to 4:00 PM May - December Monday - Saturday 9:00 AM to 5:00 PM,-82.01268,37.935677,Federal/State government building grounds,N,N,N,Y,N,N,N,Y,N,N,N,N,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,6/5/2012 3:09:03 PM
1003986,164.6 Midday Market @Atlanta Federal Center,http://staging.gsa.gov/portal/content/134303,61 Forsyth Street,Atlanta,Fulton,Georgia,30303,May - October Wednesday 11:00 AM to 2:00 PM,-84.3929595,33.7534749,Federal/State government building grounds,N,N,N,N,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N,5/23/2012 5:07:09 PM
22004109,164.6 Estill County Farmers’ Market,,South Irvine Road,Irvine,Estill,Kentucky,,,-83.975,37.6874,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
22005478,164.7 Grant Park Farmers Market,http://grantparkmarket.org,600 Cherokee Avenue,Atlanta,Fulton,Georgia,30312,April - December Sunday 9:30 a.m. to 1:30 p.m.,-84.3736265,33.7387662,Other,N,N,N,N,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,N,Y,N,Y,N,Y,Y,Y,N,N,3/27/2013 12:37:11 PM
22003272,165.0 Richmond County Farmers Market,,100 Biltmore Drive,Rockingham,Richmond,North Carolina,28379,,-79.7518,34.9166,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
22001928,165.4 White County Farmers Market,http://www.utextension.utk.edu/white,Metcalf Park,Sparta,White,Tennessee,38583,,-85.4723,35.9519,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
22004120,165.9 County Farmers Market,,"Highway 460, Intersection at Wells Hill",West Liberty,Morgan,Kentucky,41472,,-83.2718,37.9267,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1002617,166.9 SWOOM,http://www.swoomatlanta.com,"779 Atwood Street, SW",Atlanta,Fulton,Georgia,30310,June - August Thursday 4:00 PM to 8:00 PM,-84.4296899,33.734143,Other,Y,N,N,N,Y,Y,N,N,N,Y,N,Y,Y,Y,Y,N,N,N,N,N,N,Y,N,N,N,5/8/2012 8:11:13 PM
1002775,166.9 Herb & Farm Youth Farmers Market at Atwood Community Gardens,http://herbnfarmatl.locallygrown.net,779 Atwood Street SW,Atlanta,Fulton,Georgia,30310,May - November Thursday 4:00 PM to 8:00 PM,-84.4296899,33.734143,"On a farm from: a barn, a greenhouse, a tent, a stand, etc",Y,Y,N,Y,Y,Y,N,Y,Y,Y,N,Y,Y,N,N,N,N,N,N,Y,N,Y,Y,N,N,5/9/2012 6:07:25 PM
1001386,167.1 Elko Farmers' Market,,180 Church Street,Elko,Barnwell,South Carolina,,"May - October Saturday 8:00 AM to 2:00 PM, (Closed when raining.)",-81.37869,33.38007,Other,N,Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,Y,N,Y,Y,Y,N,4/29/2012 12:28:05 PM
1003495,167.1 Berea Farmer's Market,http://www.bereafarmersmarket.org,305 Estill St,Berea,Madison,Kentucky,40403,"April - November Tuesday 4:30 PM to 7:00 PM, Saturday 8:00 AM to 12:00 PM",-84.2873425,37.5735794,Healthcare Institution,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,N,N,5/17/2012 9:38:07 AM
22001904,167.3 Calhoun County Farmers Market,,Indepedence Street,St. Matthews,Calhoun,South Carolina,29135,,-80.7799,33.6647,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
22005434,167.6 Mableton Farmers Market,http://www.mableton.org/FarmersMarket.html,5239 Floyd Road,Mableton,Cobb,Georgia,30126,May - September Thursday 8:30AM to 123PM,-84.5758331,33.8261859,Local government building grounds,N,N,N,Y,N,Y,Y,N,N,Y,N,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,8/17/2012 3:45:59 PM
21003073,167.7 Martinsville Farmers Market,http://www.MartinsvilleUptown.net,corner of Moss and Main streets,Martinsville,Henry,Virginia,24112,January - December,-79.8751,36.6923,Local government building grounds,N,N,N,Y,N,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,Y,N,Y,Y,N,Y,Y,N,N,4/21/2011 8:12:46 AM
22001759,167.7 Uptown Martinsville Farmers Market,http://www.martinsvilleuptown.net,Moss St.,Martinsville,Martinsville,Virginia,24114,,-79.8745,36.6921,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1002058,167.8 Shawsville Farmers' Market,http://ShawsvilleFarmersMarket.webs.com,267 Alleghany Spring Rd.,Shawsville,Montgomery,Virginia,24162,"May - October Saturday 9:00 AM to 12:00 PM, (Extended hours for EastMont Garden Day (May 5, 2012), EastMont Tomato Festival (Aug. 18, 2012) and Fall Harvest Festival (Oct. 6, 2012).)",-80.2558,37.167,Other,N,N,N,N,N,Y,N,Y,Y,Y,N,Y,Y,Y,N,N,N,Y,N,Y,N,N,Y,N,N,5/1/2012 5:24:43 PM
1001825,168.9 Rockingham County Farmers Market,,1944 Wentworth Street,Reidsville,Rockingham,North Carolina,27320,"May - August Wednesday 3:00 PM to 6:00 PM, Saturday 8:00 AM to 1:00 PM September - October Saturday 8:00 AM to 1:00 PM",-79.695455,36.381357,Federal/State government building grounds,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,Y,Y,Y,4/30/2012 9:13:33 PM
22000566,169.4 Russell Co Farmer's Market,,Corner of 127 and Lakeway Drive,Russell Springs,Russell,Kentucky,42642,,-85.0649,36.9806,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,May 10 2010 10:12PM
22003338,169.5 Cookeville Farmers Market,,Downtown Center,Cookeville,Putnam,Tennessee,38503,,-85.5016,36.1628,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1000917,169.7 Paulding County Farm Bureau Farmers Market,http://pauldingfarmers.blogspot.com,2515 Dallas/Marietta Hwy.,Dallas,Paulding,Georgia,30157,"April - November Friday 3:00 PM to 7:00 PM, (During peak harvest, May through July, we may also open on Tuesdays. Email for information.)",-84.74896,33.92598,Private business parking lot,Y,N,N,N,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,N,4/26/2012 2:15:42 PM
22003886,169.9 Summers Tailgate Market,,Old Otter Holler Farm,Hinton,Summers,West Virginia,24962,,-80.8878,37.6568,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
22003270,169.9 Reidsville Downtown Farmers Market,,230 W. Morehead Street,Reidsville,Rockingham,North Carolina,27320,,-79.6638,36.3478,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1003039,170.1 Market Square,http://www.ci.reidsville.nc.us,303 S. Scales St.,Reidsville,Rockingham,North Carolina,27320,"April - October Tuesday 6:00 AM to 12:00 PM, Thursday 6:00 AM to 12:00 PM, Saturday 6:00 AM to 12:00 PM",-79.66425,36.3588,,N,N,N,N,N,Y,N,Y,N,Y,N,N,Y,Y,Y,N,Y,N,N,N,N,N,Y,N,N,5/14/2012 1:47:42 PM
1000811,170.2 Powder Springs Farmers' Market,http://www.cityofpowdersprings.org/index.aspx?nid=482,4488 Pineview Drive,Powder Springs,Cobb,Georgia,30127,June - September Thursday 4:00 PM to 8:00 PM,-84.684956,33.859975,Local government building grounds,Y,N,N,N,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,N,N,4/26/2012 1:33:11 PM
22004825,170.8 Downtown Sumter Farmers Market,http://www.downtownsumter.com,Main St. & Liberty St.,Sumter,Sumter,South Carolina,29151,,-80.3417,33.9204,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2011
22003779,171.2 Blackville Farmers Market,,Main Street,Blackville,Barnwell,South Carolina,29817,,-81.2708,33.355,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
21002910,171.2 The Garden Center,,,Louisa,Lawrence,Kentucky,41230,January - December Tuesday - Saturday 9:00 am to 5:00 pm,-82.7347,38.0679,In a roadside stand,N,N,N,N,N,N,Y,N,Y,N,N,Y,Y,Y,Y,N,N,N,N,Y,N,N,Y,N,N,2/21/2012 12:23:21 PM
22001244,171.3 Sumter County Farmers Market,,700 West Liberty Street,Sumter,Sumter,South Carolina,29153,,-80.3293,33.9207,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
22002596,171.4 South Sumter Farmers Market,,327 Manning Avenue,Sumter,Sumter,South Carolina,29151,,-80.3409,33.9082,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1001334,172.0 A Kentucky Farmer's Market LLC,,2349 S Hwy 127,Russell Springs,Russell,Kentucky,42642,"June - October Tuesday 7:00 AM to 4:00 PM, Friday 7:00 AM to 4:00 PM, Saturday 7:00 AM to 2:00 PM, (7 am until sellout or 4pm)",-85.076795,37.032535,Private business parking lot,N,Y,N,Y,N,N,N,Y,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,4/27/2012 11:26:57 PM
22005416,172.1 Truly Living Well,http://www.trulylivingwell.com,3353 Washington Road,East Point,Fulton,Georgia,30344,"January - December Wednesday 2:00 PM to 7:00 PM, (Admin office is open 9-5 M-F. Market is held every Wednesday, 2-7 pm)",-84.468126,33.664491,"On a farm from: a barn, a greenhouse, a tent, a stand, etc",N,N,N,N,Y,Y,N,N,N,N,N,Y,Y,N,Y,N,N,N,N,N,N,N,N,N,N,8/9/2012 5:49:57 PM
22002219,172.3 Atlanta State Farmers Market,,16 Forest Parkway,Forest Park,Clayton,Georgia,30927,,-84.4009,33.6168,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
22005163,"172.9 Right Choice, Fresh Start Farmer's Market",,3300 Magnolia Street,Orangeburg,Orangeburg,South Carolina,29115,,-80.8378,33.5306,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2011
1004750,174.0 Trenton Farmers Market,,"Veterans Park, Downtown",Trenton,Dade,Georgia,30752,May - November Saturday 9:00 AM to 12:00 PM,-85.509544,34.874892,Other,N,N,N,N,N,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,N,N,N,Y,N,N,6/5/2012 8:53:35 AM
21004418,174.1 Lawrence County Farmers Market,,249 Industrial Park Road,Louisa,Lawrence,Kentucky,41320,"January - December Tuesday 9:00 am to 12:00 pm, Thursday 9:00 am to 12:00 pm, Saturday 9:00 am to 12:00 pm",-82.6032,38.1144,Private business parking lot,N,Y,N,Y,N,Y,Y,N,Y,N,N,Y,Y,N,N,N,N,N,N,Y,N,Y,Y,N,N,5/3/2011 9:47:22 AM
1004346,174.4 Ridge Ferry Park Farmer's Market,http://rfpra.com/spec-farmers.htm,282 Riverside Pkwy,Rome,Floyd,Georgia,30161,"June - October Wednesday 7:00 AM to 10:00 AM, Saturday 7:00 AM to 10:00 AM, (Open June 2 - Oct 6)",-85.1685459,34.2594286,Local government building grounds,N,N,N,N,N,Y,N,Y,Y,N,N,N,Y,Y,Y,Y,N,N,N,N,N,Y,N,N,N,5/30/2012 1:22:41 PM
22004110,174.5 Powell County Farmers Market,,Highway 15,Clay City,Powell,Kentucky,40312,,-83.9343,37.8648,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
22001876,175.3 Orangeburg County Farmers Market,,Hwy. 301 South,Orangeburg,Orangeburg,South Carolina,29115,,-80.8532,33.481,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1002511,176.1 Sandhills Farmers Green Market,http://sandhillsfarmersmarket.com,1 Village Green Rd West,Pinehurst,Moore,North Carolina,28374,April - September Wednesday 3:00 PM to 6:00 PM,-79.468467,35.194695,Other,Y,N,N,N,N,Y,Y,Y,Y,Y,N,Y,Y,Y,N,N,Y,Y,N,Y,Y,N,Y,N,N,3/17/2013 9:21:31 AM
1000649,176.1 Marlboro County Farmers Market,,500 Broad Street,Bennettsville,Marlboro,South Carolina,29512,"April - September Tuesday 1:00 PM to 7:00 PM, Thursday 1:00 PM to 7:00 PM, Saturday 7:00 AM to 1:00 PM October - December Saturday 7:00 AM to 1:00 PM",-79.6812,34.61099,Local government building grounds,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,4/25/2012 3:21:36 PM
1002511,176.1 Sandhills Farmers Green Market,http://sandhillsfarmersmarket.com,Rattlesnake Trail/Woods Rd,Pinehurst,Moore,North Carolina,28374,April - September Saturday 10:00 AM to 1:00 PM,-79.464819,35.205461,Other,Y,N,N,N,N,Y,Y,Y,Y,Y,N,Y,Y,Y,N,N,Y,Y,N,Y,Y,N,Y,N,N,3/17/2013 9:21:31 AM
22004304,176.4 Moore County Farmers Market,,"170 Memorial Drive, Pinehurst; Morganton Road, Southern Pines",Pinehurst,Moore County,North Carolina,,,-79.4601,35.2072,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2011
1004623,177.0 Lincoln County Farmers Market,,Hwy 27 south,Stanford,Lincoln,Kentucky,40484,"June - October Monday 8:00 AM to 12:00 PM, Wednesday 8:00 AM to 12:00 PM, Friday 8:00 AM to 12:00 PM",-84.660108,37.519138,Local government building grounds,Y,Y,Y,Y,N,Y,N,Y,N,Y,N,Y,Y,Y,Y,N,N,N,N,Y,N,N,Y,N,N,6/1/2012 10:43:48 PM
1004845,177.2 Monroe Farm Market,http://www.monroefarmmarket.com,104 Health Center Drive,Union,Monroe,West Virginia,24983,May - October Thursday 12:30 PM to 4:30 PM,-80.546715,37.589315,Other,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,6/6/2012 2:16:40 AM
22000271,177.3 Rocky Mount Farmers' Market,http://www.rockymountva.org,Franklin Street,Rocky Mount,Franklin,Virginia,24151,,-79.8921,36.9993,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Apr 19 2010 10:01AM
22004108,177.3 Elliott County Farmers’ Market,,Elliott County Extension Office,Sandy Hook,Elliott,Kentucky,,,-83.1052,38.1232,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
22003767,177.5 Moore County Farmers Market,,Morganton Road sports complex lot,Carthage,,North Carolina,Moore,,-79.417,35.346,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
22003179,177.6 Old Depot Farmers Market,,Old Depot on Depot Street,Stanford,Lincoln,Kentucky,40484,,-84.6626,37.5292,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1004353,177.8 Milledgeville Marketplace Farmers' Market,http://www.milledgevillemarketplace.com,222 East Hancock Street,Milledgeville,Baldwin,Georgia,31061,April - October Tuesday 4:00 PM to 7:00 PM,-83.224579,33.081869,Local government building grounds,N,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,N,N,N,Y,N,N,5/30/2012 2:33:41 PM
1003649,177.9 Fall Line Farmers Market,http://www.facebook.com/FallLineFarmersMarket?ref=tn_tnmn,210 South Wayne Street,Milledgeville,Baldwin,Georgia,31061,January - December Saturday 9:00 AM to 12:00 PM,-83.226027,33.079496,"Faith-based institution (e.g., church, mosque, synagogue, temple)",Y,N,Y,N,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,N,N,N,5/18/2012 7:24:30 AM
22001993,178.1 Alamance County Farmers Market,,200 S. Main St.,Burlington,Alamance,North Carolina,27215,,-79.4357,36.0943,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1004553,178.2 Main Street Douglasville Farmer's Market,,6694 Broad St,Douglasville,Douglas,Georgia,30134,March - May Thursday 3:00 PM to 7:00 PM September - October Thursday 3:00 PM to 7:00 PM,-84.7486943,33.7511562,Local government building grounds,N,N,N,N,N,Y,Y,Y,N,Y,N,N,Y,Y,Y,N,Y,N,N,N,N,Y,Y,N,N,6/1/2012 12:06:44 PM
1004329,178.3 Downtown Douglasville 2012 Summer Farmer's Market,,6754 West Broad Street,Douglasville,Douglas,Georgia,30134,May - August Thursday 3:00 PM to 7:00 PM,-84.7507589,33.7503391,Other,N,N,N,N,N,Y,Y,Y,N,Y,N,N,Y,Y,N,N,Y,N,N,N,N,N,Y,N,N,5/30/2012 11:00:05 AM
1004553,178.3 Main Street Douglasville Farmer's Market,,6754 Broad St,Dougalsville,Douglas,Georgia,30134,June - August Thursday 3:00 PM to 7:00 PM,-84.7507,33.7502,Local government building grounds,N,N,N,N,N,Y,Y,Y,Y,Y,N,N,Y,Y,Y,N,Y,N,N,N,N,Y,Y,N,N,6/1/2012 12:06:44 PM
22003773,178.5 North Star Farmers Market,,Located at Ruffin-Mayfield exit to Mayfield to Service Road,Ruffin,Rockingham,North Carolina,27326,,-79.5435,36.4561,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
22000581,179.2 Garrard County Farmers Market,,302 Stamfprd Street,Lancaster,Garrard,Kentucky,40444,,-84.5787,37.6159,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,May 11 2010 5:00PM
21005876,180.6 10:10 Farmers Market,http://www.1010farmersmarket.com,5960 Stewart Parkway,Douglasville,Douglas,Georgia,30135,January - February Monday 2:00 AM to 2:00 PM,-84.7689,33.7196,Healthcare Institution,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,7/18/2012 1:51:08 PM
22002021,180.7 Warren County Farmers Market,,City Parking Lot behind Main Street,McMinniville,Warren,Tennessee,37110,,-85.7724,35.6869,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1001633,181.3 Pee Dee State Farmers Market,http://pdfarmersmarket.sc.gov,2513 West Lucas Street,Florence,Florence,South Carolina,29501,January - December Monday - Saturday 8:00 AM to 6:00 PM,-79.814,34.2417,Federal/State government building grounds,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,4/30/2012 2:03:23 PM
21001883,181.5 Wayne County Farmers Market Association,,"3100 Norfolk Ave., Wayne, WV 25570",Wayne,Wayne,West Virginia,25570,January - December,-82.4423,38.2202,Local government building grounds,N,N,N,N,N,Y,N,N,N,N,N,Y,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,4/14/2011 9:38:44 AM
22002592,181.6 Elloree Farmers Market,,Cleveland & Railroad Avenues,Elloree,Orangeburg,South Carolina,29431,,-80.5745,33.5332,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1002737,181.8 Salem Farmers Market,http://www.salemva.gov,3 East Main Street,Salem,Roanoke,Virginia,24153,"January - December Monday - Saturday 7:00 AM to 4:00 PM, (The market is open dawn to dusk, based upon vendors discretion. Saturday is the busiest day for the market.)",-80.058595,37.293176,Local government building grounds,Y,N,N,N,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,N,N,5/9/2012 3:24:15 PM
1003891,182.1 Fayette County Farmers Market,http://www.facebook.com/fayettecountyfarmersmarket,138 E Main St,Oak Hill,Fayette,West Virginia,25901,May - October Thursday 4:00 PM to 7:00 PM,-81.143239,37.975361,Private business parking lot,N,Y,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,N,Y,N,5/22/2012 1:06:52 PM
22001618,183.6 Downtown Farmers Market II,,Corner of Church & Main St.,Laurinburg,Ruterford,North Carolina,28353,,-79.4628,34.7742,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2009
1003005,183.8 Catawba Valley Farmers Market,,4965 Catawba Creek Road,Catawba,Roanoke,Virginia,24070,May - October Thursday 3:30 PM to 7:00 PM,-80.1064449,37.383009,Other,N,N,N,N,N,Y,Y,Y,Y,Y,N,Y,Y,Y,N,N,Y,N,N,Y,Y,Y,Y,N,N,5/14/2012 10:37:18 AM
22004906,184.1 Grandin Village Community Market,,1319 Grandin Road,Roanoke,,Virginia,24015,,-79.9771,37.2656,,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,2011
